dataset,program,size,gamma,c,performance
Spoons,class,1548,0.0001,1.0,0.7224134492931521
Spoons,class,1548,0.001,1.0,0.7938642482394963
Spoons,class,1548,0.01,1.0,0.5829098283978297
Spoons,class,1548,0.1,1.0,0.1011844244253157
Spoons,class,1548,3.161355589276682e-05,10.0,0.7651586028304547
Spoons,class,1548,1e-07,10.0,0.6424646500178619
Spoons,class,1548,1e-06,10.0,0.6402873811287654
Spoons,class,1548,1e-05,10.0,0.7246210757668897
Spoons,class,1548,0.0001,10.0,0.7940347896048812
Spoons,class,1548,0.001,10.0,0.8081081704016864
Spoons,class,1548,0.01,10.0,0.5674511580811822
Spoons,class,1548,0.1,10.0,0.1016565879097126
Spoons,class,1548,3.161355589276682e-05,100.0,0.7923719030599259
Spoons,class,1548,1e-07,100.0,0.6402873811287654
Spoons,class,1548,1e-06,100.0,0.7246210757668897
Spoons,class,1548,1e-05,100.0,0.7921569950981497
Spoons,class,1548,0.0001,100.0,0.799000680127884
Spoons,class,1548,0.001,100.0,0.7967344996585297
Spoons,class,1548,0.01,100.0,0.5674511580811822
Spoons,class,1548,0.1,100.0,0.1016565879097126
Spoons,class,1548,3.161355589276682e-05,1000.0,0.7858143224477102
Spoons,class,1548,1e-07,1000.0,0.7246210757668897
Spoons,class,1548,1e-06,1000.0,0.7905792804158973
Spoons,class,1548,1e-05,1000.0,0.7909563788421096
Spoons,class,1548,0.0001,1000.0,0.7789136052675453
Spoons,class,1548,0.001,1000.0,0.7958608584894861
Spoons,class,1548,0.01,1000.0,0.5674511580811822
Spoons,class,1548,0.1,1000.0,0.1016565879097126
Tadpole,class,1562,3.1548727008865195e-05,0.001,0.8192525422128127
Tadpole,class,1562,1e-07,0.001,0.8192610889268962
Tadpole,class,1562,1e-06,0.001,0.8192610889268962
Tadpole,class,1562,1e-05,0.001,0.8192610889268962
Tadpole,class,1562,0.0001,0.001,0.8198228383786108
Tadpole,class,1562,0.001,0.001,0.8172555901270915
Tadpole,class,1562,0.01,0.001,0.6103904186965617
Tadpole,class,1562,0.1,0.001,0.10326720786278477
Tadpole,class,1562,3.1548727008865195e-05,0.01,0.8192525422128127
Tadpole,class,1562,1e-07,0.01,0.8192610889268962
Tadpole,class,1562,1e-06,0.01,0.8192610889268962
Tadpole,class,1562,1e-05,0.01,0.8192610889268962
Tadpole,class,1562,0.0001,0.01,0.8198228383786108
Tadpole,class,1562,0.001,0.01,0.816223300496107
Tadpole,class,1562,0.01,0.01,0.6089185607000499
Tadpole,class,1562,0.1,0.01,0.10419739457866456
Tadpole,class,1562,3.1548727008865195e-05,0.1,0.8192610889268962
Tadpole,class,1562,1e-07,0.1,0.8192610889268962
Tadpole,class,1562,1e-06,0.1,0.8192610889268962
Tadpole,class,1562,1e-05,0.1,0.8192610889268962
Tadpole,class,1562,0.0001,0.1,0.8198228383786108
Tadpole,class,1562,0.001,0.1,0.8396454272601889
Tadpole,class,1562,0.01,0.1,0.6651246771761037
Tadpole,class,1562,0.1,0.1,0.10412941692806378
Tadpole,class,1562,3.1548727008865195e-05,1.0,0.8314216224349146
Tadpole,class,1562,1e-07,1.0,0.8192610889268962
Tadpole,class,1562,1e-06,1.0,0.8192610889268962
Tadpole,class,1562,1e-05,1.0,0.8192610889268962
Tadpole,class,1562,0.0001,1.0,0.8495487936703654
Tadpole,class,1562,0.001,1.0,0.8778873916351128
Tadpole,class,1562,0.01,1.0,0.6745429900189919
Tadpole,class,1562,0.1,1.0,0.10163038312660973
Tadpole,class,1562,3.1548727008865195e-05,10.0,0.8623311533665784
Tadpole,class,1562,1e-07,10.0,0.8192610889268962
Tadpole,class,1562,1e-06,10.0,0.8192610889268962
Tadpole,class,1562,1e-05,10.0,0.8489103414798511
Tadpole,class,1562,0.0001,10.0,0.8682452278579207
Tadpole,class,1562,0.001,10.0,0.8752426170597146
Tadpole,class,1562,0.01,10.0,0.6664253403532772
Tadpole,class,1562,0.1,10.0,0.10163038312660973
Tadpole,class,1562,3.1548727008865195e-05,100.0,0.8603058853139904
Tadpole,class,1562,1e-07,100.0,0.8192610889268962
Tadpole,class,1562,1e-06,100.0,0.8486590449514887
Tadpole,class,1562,1e-05,100.0,0.8641944483412498
Tadpole,class,1562,0.0001,100.0,0.8549369220466604
Tadpole,class,1562,0.001,100.0,0.8694249728410648
Tadpole,class,1562,0.01,100.0,0.6664253403532772
Tadpole,class,1562,0.1,100.0,0.10163038312660973
Tadpole,class,1562,3.1548727008865195e-05,1000.0,0.8413557079262349
Tadpole,class,1562,1e-07,1000.0,0.8489103414798511
Tadpole,class,1562,1e-06,1000.0,0.8634409085133623
Tadpole,class,1562,1e-05,1000.0,0.8458944523213162
Tadpole,class,1562,0.0001,1000.0,0.8436019751470911
Tadpole,class,1562,0.001,1000.0,0.8694249728410648
Tadpole,class,1562,0.01,1000.0,0.6664253403532772
Tadpole,class,1562,0.1,1000.0,0.10163038312660973
Vijay,class,619,4.269125683060109e-05,0.001,0.5610605688321547
Vijay,class,619,1e-07,0.001,0.5511977530248312
Vijay,class,619,1e-06,0.001,0.5580457759295574
Vijay,class,619,1e-05,0.001,0.5593930724925343
Vijay,class,619,0.0001,0.001,0.594371200676435
Vijay,class,619,0.001,0.001,0.6664111787320077
Vijay,class,619,0.01,0.001,0.42553293301559675
Vijay,class,619,0.1,0.001,0.009254881833391473
Vijay,class,619,4.269125683060109e-05,0.01,0.6769845401741462
Vijay,class,619,1e-07,0.01,0.5511977530248312
Vijay,class,619,1e-06,0.01,0.5580457759295574
Vijay,class,619,1e-05,0.01,0.6003699705375389
Vijay,class,619,0.0001,0.01,0.6876880804530634
Vijay,class,619,0.001,0.01,0.6722852847024401
Vijay,class,619,0.01,0.01,0.4219588063453692
Vijay,class,619,0.1,0.01,0.04202763447062544
Vijay,class,619,4.269125683060109e-05,0.1,0.6861117854594599
Vijay,class,619,1e-07,0.1,0.5511977530248312
Vijay,class,619,1e-06,0.1,0.605682603390593
Vijay,class,619,1e-05,0.1,0.6848758828237614
Vijay,class,619,0.0001,0.1,0.684277525243542
Vijay,class,619,0.001,0.1,0.6722852847024401
Vijay,class,619,0.01,0.1,0.4219588063453692
Vijay,class,619,0.1,0.1,0.04202763447062544
Vijay,class,619,4.269125683060109e-05,1.0,0.6865758092109864
Vijay,class,619,1e-07,1.0,0.6022082749462393
Vijay,class,619,1e-06,1.0,0.6848758828237614
Vijay,class,619,1e-05,1.0,0.6865758092109864
Vijay,class,619,0.0001,1.0,0.6863241689731148
Vijay,class,619,0.001,1.0,0.6951429079198584
Vijay,class,619,0.01,1.0,0.3667736033282662
Vijay,class,619,0.1,1.0,0.04202763447062544
Vijay,class,619,4.269125683060109e-05,10.0,0.7167036543624667
Vijay,class,619,1e-07,10.0,0.6848758828237614
Vijay,class,619,1e-06,10.0,0.687555356263614
Vijay,class,619,1e-05,10.0,0.6884827834152148
Vijay,class,619,0.0001,10.0,0.7097462281470418
Vijay,class,619,0.001,10.0,0.6765242471802465
Vijay,class,619,0.01,10.0,0.35880943191353004
Vijay,class,619,0.1,10.0,0.04202763447062544
Vijay,class,619,4.269125683060109e-05,100.0,0.7048592755600324
Vijay,class,619,1e-07,100.0,0.6865758092109864
Vijay,class,619,1e-06,100.0,0.6890174038319923
Vijay,class,619,1e-05,100.0,0.7088787137456479
Vijay,class,619,0.0001,100.0,0.6838803331660633
Vijay,class,619,0.001,100.0,0.6779263926765625
Vijay,class,619,0.01,100.0,0.35880943191353004
Vijay,class,619,0.1,100.0,0.04202763447062544
Vijay,class,619,4.269125683060109e-05,1000.0,0.6525272642553804
Vijay,class,619,1e-07,1000.0,0.6884827834152148
Vijay,class,619,1e-06,1000.0,0.711024656587662
Vijay,class,619,1e-05,1000.0,0.6820089207810713
Vijay,class,619,0.0001,1000.0,0.6603627239681261
Vijay,class,619,0.001,1000.0,0.6779263926765625
Vijay,class,619,0.01,1000.0,0.35880943191353004
Vijay,class,619,0.1,1000.0,0.04202763447062544
Climatemodule_Arg1_future,esaaf,711,3.1375502008032126e-05,0.001,0.5816316822332929
Climatemodule_Arg1_future,esaaf,711,1e-07,0.001,0.5757258992505818
Climatemodule_Arg1_future,esaaf,711,1e-06,0.001,0.5750335162333877
Climatemodule_Arg1_future,esaaf,711,1e-05,0.001,0.5736313668378341
Climatemodule_Arg1_future,esaaf,711,0.0001,0.001,0.5944745316284609
Climatemodule_Arg1_future,esaaf,711,0.001,0.001,0.5987486725260827
Climatemodule_Arg1_future,esaaf,711,0.01,0.001,0.4911315151547138
Climatemodule_Arg1_future,esaaf,711,0.1,0.001,0.10870428363509776
Climatemodule_Arg1_future,esaaf,711,3.1375502008032126e-05,0.01,0.5995194417419847
Climatemodule_Arg1_future,esaaf,711,1e-07,0.01,0.5757258992505818
Climatemodule_Arg1_future,esaaf,711,1e-06,0.01,0.5750335162333877
Climatemodule_Arg1_future,esaaf,711,1e-05,0.01,0.595211965149786
Climatemodule_Arg1_future,esaaf,711,0.0001,0.01,0.6034116161486642
Climatemodule_Arg1_future,esaaf,711,0.001,0.01,0.5986398328904845
Climatemodule_Arg1_future,esaaf,711,0.01,0.01,0.4911315151547138
Climatemodule_Arg1_future,esaaf,711,0.1,0.01,0.11142641033729946
Climatemodule_Arg1_future,esaaf,711,3.1375502008032126e-05,0.1,0.6029685325743434
Climatemodule_Arg1_future,esaaf,711,1e-07,0.1,0.5757258992505818
Climatemodule_Arg1_future,esaaf,711,1e-06,0.1,0.5932462711803688
Climatemodule_Arg1_future,esaaf,711,1e-05,0.1,0.603675833627609
Climatemodule_Arg1_future,esaaf,711,0.0001,0.1,0.6017445590525516
Climatemodule_Arg1_future,esaaf,711,0.001,0.1,0.6012446268341972
Climatemodule_Arg1_future,esaaf,711,0.01,0.1,0.5159225456271945
Climatemodule_Arg1_future,esaaf,711,0.1,0.1,0.11142641033729946
Climatemodule_Arg1_future,esaaf,711,3.1375502008032126e-05,1.0,0.6042279166872496
Climatemodule_Arg1_future,esaaf,711,1e-07,1.0,0.5923298980681847
Climatemodule_Arg1_future,esaaf,711,1e-06,1.0,0.6034926728400383
Climatemodule_Arg1_future,esaaf,711,1e-05,1.0,0.6022833740259176
Climatemodule_Arg1_future,esaaf,711,0.0001,1.0,0.6176268992138185
Climatemodule_Arg1_future,esaaf,711,0.001,1.0,0.6692560549945819
Climatemodule_Arg1_future,esaaf,711,0.01,1.0,0.5183259698300438
Climatemodule_Arg1_future,esaaf,711,0.1,1.0,0.11314876091017274
Climatemodule_Arg1_future,esaaf,711,3.1375502008032126e-05,10.0,0.6413733737059782
Climatemodule_Arg1_future,esaaf,711,1e-07,10.0,0.6034926728400383
Climatemodule_Arg1_future,esaaf,711,1e-06,10.0,0.6010698690616536
Climatemodule_Arg1_future,esaaf,711,1e-05,10.0,0.6171220134463615
Climatemodule_Arg1_future,esaaf,711,0.0001,10.0,0.6598134479109863
Climatemodule_Arg1_future,esaaf,711,0.001,10.0,0.6764034080198557
Climatemodule_Arg1_future,esaaf,711,0.01,10.0,0.5400195446891632
Climatemodule_Arg1_future,esaaf,711,0.1,10.0,0.11901755060700954
Climatemodule_Arg1_future,esaaf,711,3.1375502008032126e-05,100.0,0.6697689928465405
Climatemodule_Arg1_future,esaaf,711,1e-07,100.0,0.5995148331776368
Climatemodule_Arg1_future,esaaf,711,1e-06,100.0,0.6153010806988193
Climatemodule_Arg1_future,esaaf,711,1e-05,100.0,0.6532069131970814
Climatemodule_Arg1_future,esaaf,711,0.0001,100.0,0.6612219149707746
Climatemodule_Arg1_future,esaaf,711,0.001,100.0,0.6921246845640725
Climatemodule_Arg1_future,esaaf,711,0.01,100.0,0.5400195446891632
Climatemodule_Arg1_future,esaaf,711,0.1,100.0,0.11901755060700954
Climatemodule_Arg1_future,esaaf,711,3.1375502008032126e-05,1000.0,0.6663798187109167
Climatemodule_Arg1_future,esaaf,711,1e-07,1000.0,0.6137739979825881
Climatemodule_Arg1_future,esaaf,711,1e-06,1000.0,0.6517538367650464
Climatemodule_Arg1_future,esaaf,711,1e-05,1000.0,0.6606756549849521
Climatemodule_Arg1_future,esaaf,711,0.0001,1000.0,0.6734117132919738
Climatemodule_Arg1_future,esaaf,711,0.001,1000.0,0.6921246845640725
Climatemodule_Arg1_future,esaaf,711,0.01,1000.0,0.5400195446891632
Climatemodule_Arg1_future,esaaf,711,0.1,1000.0,0.11901755060700954
Climatemodule_Arg1_future_Uncertainty,esaaf,705,3.461764807698965e-05,0.001,0.6867243359942151
Climatemodule_Arg1_future_Uncertainty,esaaf,705,1e-07,0.001,0.6881606938979647
Climatemodule_Arg1_future_Uncertainty,esaaf,705,1e-06,0.001,0.6879638827245841
Climatemodule_Arg1_future_Uncertainty,esaaf,705,1e-05,0.001,0.6880837206472243
Climatemodule_Arg1_future_Uncertainty,esaaf,705,0.0001,0.001,0.6906758947732321
Climatemodule_Arg1_future_Uncertainty,esaaf,705,0.001,0.001,0.6953168338452853
Climatemodule_Arg1_future_Uncertainty,esaaf,705,0.01,0.001,0.5466800156269703
Climatemodule_Arg1_future_Uncertainty,esaaf,705,0.1,0.001,0.2394826579828551
Climatemodule_Arg1_future_Uncertainty,esaaf,705,3.461764807698965e-05,0.01,0.7004676061970481
Climatemodule_Arg1_future_Uncertainty,esaaf,705,1e-07,0.01,0.6881606938979647
Climatemodule_Arg1_future_Uncertainty,esaaf,705,1e-06,0.01,0.6879638827245841
Climatemodule_Arg1_future_Uncertainty,esaaf,705,1e-05,0.01,0.693762617001115
Climatemodule_Arg1_future_Uncertainty,esaaf,705,0.0001,0.01,0.6985526391513499
Climatemodule_Arg1_future_Uncertainty,esaaf,705,0.001,0.01,0.6949159771114825
Climatemodule_Arg1_future_Uncertainty,esaaf,705,0.01,0.01,0.551095405149652
Climatemodule_Arg1_future_Uncertainty,esaaf,705,0.1,0.01,0.2394826579828551
Climatemodule_Arg1_future_Uncertainty,esaaf,705,3.461764807698965e-05,0.1,0.6968924062730403
Climatemodule_Arg1_future_Uncertainty,esaaf,705,1e-07,0.1,0.6881606938979647
Climatemodule_Arg1_future_Uncertainty,esaaf,705,1e-06,0.1,0.6931930259222957
Climatemodule_Arg1_future_Uncertainty,esaaf,705,1e-05,0.1,0.6991644431817543
Climatemodule_Arg1_future_Uncertainty,esaaf,705,0.0001,0.1,0.6934251685665912
Climatemodule_Arg1_future_Uncertainty,esaaf,705,0.001,0.1,0.6973685924672341
Climatemodule_Arg1_future_Uncertainty,esaaf,705,0.01,0.1,0.5884220355080566
Climatemodule_Arg1_future_Uncertainty,esaaf,705,0.1,0.1,0.23945249802211513
Climatemodule_Arg1_future_Uncertainty,esaaf,705,3.461764807698965e-05,1.0,0.6968924062730403
Climatemodule_Arg1_future_Uncertainty,esaaf,705,1e-07,1.0,0.6931930259222957
Climatemodule_Arg1_future_Uncertainty,esaaf,705,1e-06,1.0,0.6984109469881843
Climatemodule_Arg1_future_Uncertainty,esaaf,705,1e-05,1.0,0.6967095871926907
Climatemodule_Arg1_future_Uncertainty,esaaf,705,0.0001,1.0,0.7058938677519727
Climatemodule_Arg1_future_Uncertainty,esaaf,705,0.001,1.0,0.7570332625958696
Climatemodule_Arg1_future_Uncertainty,esaaf,705,0.01,1.0,0.6211188045645676
Climatemodule_Arg1_future_Uncertainty,esaaf,705,0.1,1.0,0.24609982361033128
Climatemodule_Arg1_future_Uncertainty,esaaf,705,3.461764807698965e-05,10.0,0.7379775075337306
Climatemodule_Arg1_future_Uncertainty,esaaf,705,1e-07,10.0,0.6991644431817543
Climatemodule_Arg1_future_Uncertainty,esaaf,705,1e-06,10.0,0.6977077061166114
Climatemodule_Arg1_future_Uncertainty,esaaf,705,1e-05,10.0,0.7081423505258488
Climatemodule_Arg1_future_Uncertainty,esaaf,705,0.0001,10.0,0.7629676321551798
Climatemodule_Arg1_future_Uncertainty,esaaf,705,0.001,10.0,0.7745399246997318
Climatemodule_Arg1_future_Uncertainty,esaaf,705,0.01,10.0,0.6219189069160665
Climatemodule_Arg1_future_Uncertainty,esaaf,705,0.1,10.0,0.2640660937363962
Climatemodule_Arg1_future_Uncertainty,esaaf,705,3.461764807698965e-05,100.0,0.7633614541773119
Climatemodule_Arg1_future_Uncertainty,esaaf,705,1e-07,100.0,0.6993129942197192
Climatemodule_Arg1_future_Uncertainty,esaaf,705,1e-06,100.0,0.7080114412146271
Climatemodule_Arg1_future_Uncertainty,esaaf,705,1e-05,100.0,0.7590051585683354
Climatemodule_Arg1_future_Uncertainty,esaaf,705,0.0001,100.0,0.7736025433951909
Climatemodule_Arg1_future_Uncertainty,esaaf,705,0.001,100.0,0.7712426098778394
Climatemodule_Arg1_future_Uncertainty,esaaf,705,0.01,100.0,0.6219189069160665
Climatemodule_Arg1_future_Uncertainty,esaaf,705,0.1,100.0,0.2640660937363962
Climatemodule_Arg1_future_Uncertainty,esaaf,705,3.461764807698965e-05,1000.0,0.7679824227590767
Climatemodule_Arg1_future_Uncertainty,esaaf,705,1e-07,1000.0,0.7080114412146271
Climatemodule_Arg1_future_Uncertainty,esaaf,705,1e-06,1000.0,0.7590051585683354
Climatemodule_Arg1_future_Uncertainty,esaaf,705,1e-05,1000.0,0.7724895337694229
Climatemodule_Arg1_future_Uncertainty,esaaf,705,0.0001,1000.0,0.768461519261356
Climatemodule_Arg1_future_Uncertainty,esaaf,705,0.001,1000.0,0.7712426098778394
Climatemodule_Arg1_future_Uncertainty,esaaf,705,0.01,1000.0,0.6219189069160665
Climatemodule_Arg1_future_Uncertainty,esaaf,705,0.1,1000.0,0.2640660937363962
Climatemodule_Arg2_carbon,esaaf,703,3.6382158189623806e-05,0.001,0.5938479464680019
Climatemodule_Arg2_carbon,esaaf,703,1e-07,0.001,0.596748439442708
Climatemodule_Arg2_carbon,esaaf,703,1e-06,0.001,0.596748439442708
Climatemodule_Arg2_carbon,esaaf,703,1e-05,0.001,0.5969586995446721
Climatemodule_Arg2_carbon,esaaf,703,0.0001,0.001,0.5970641482848029
Climatemodule_Arg2_carbon,esaaf,703,0.001,0.001,0.5888627590893283
Climatemodule_Arg2_carbon,esaaf,703,0.01,0.001,0.5165496566292851
Climatemodule_Arg2_carbon,esaaf,703,0.1,0.001,0.2544672078434048
Climatemodule_Arg2_carbon,esaaf,703,3.6382158189623806e-05,0.01,0.5938479464680019
Climatemodule_Arg2_carbon,esaaf,703,1e-07,0.01,0.596748439442708
Climatemodule_Arg2_carbon,esaaf,703,1e-06,0.01,0.596748439442708
Climatemodule_Arg2_carbon,esaaf,703,1e-05,0.01,0.5969586995446721
Climatemodule_Arg2_carbon,esaaf,703,0.0001,0.01,0.5970641482848029
Climatemodule_Arg2_carbon,esaaf,703,0.001,0.01,0.5888421308563356
Climatemodule_Arg2_carbon,esaaf,703,0.01,0.01,0.514572654907352
Climatemodule_Arg2_carbon,esaaf,703,0.1,0.01,0.2544672078434048
Climatemodule_Arg2_carbon,esaaf,703,3.6382158189623806e-05,0.1,0.5938479464680019
Climatemodule_Arg2_carbon,esaaf,703,1e-07,0.1,0.596748439442708
Climatemodule_Arg2_carbon,esaaf,703,1e-06,0.1,0.596748439442708
Climatemodule_Arg2_carbon,esaaf,703,1e-05,0.1,0.5969586995446721
Climatemodule_Arg2_carbon,esaaf,703,0.0001,0.1,0.5956940604938806
Climatemodule_Arg2_carbon,esaaf,703,0.001,0.1,0.6286844499111887
Climatemodule_Arg2_carbon,esaaf,703,0.01,0.1,0.5253851503870236
Climatemodule_Arg2_carbon,esaaf,703,0.1,0.1,0.2544672078434048
Climatemodule_Arg2_carbon,esaaf,703,3.6382158189623806e-05,1.0,0.6406016663406423
Climatemodule_Arg2_carbon,esaaf,703,1e-07,1.0,0.596748439442708
Climatemodule_Arg2_carbon,esaaf,703,1e-06,1.0,0.596748439442708
Climatemodule_Arg2_carbon,esaaf,703,1e-05,1.0,0.5972199885004007
Climatemodule_Arg2_carbon,esaaf,703,0.0001,1.0,0.6696745571460051
Climatemodule_Arg2_carbon,esaaf,703,0.001,1.0,0.7110830881163932
Climatemodule_Arg2_carbon,esaaf,703,0.01,1.0,0.6030045383481671
Climatemodule_Arg2_carbon,esaaf,703,0.1,1.0,0.26983532326993714
Climatemodule_Arg2_carbon,esaaf,703,3.6382158189623806e-05,10.0,0.6932689824818239
Climatemodule_Arg2_carbon,esaaf,703,1e-07,10.0,0.596748439442708
Climatemodule_Arg2_carbon,esaaf,703,1e-06,10.0,0.597009064190512
Climatemodule_Arg2_carbon,esaaf,703,1e-05,10.0,0.673631232321051
Climatemodule_Arg2_carbon,esaaf,703,0.0001,10.0,0.7491284896104582
Climatemodule_Arg2_carbon,esaaf,703,0.001,10.0,0.7672930085428007
Climatemodule_Arg2_carbon,esaaf,703,0.01,10.0,0.5281136054639423
Climatemodule_Arg2_carbon,esaaf,703,0.1,10.0,0.2608528946539847
Climatemodule_Arg2_carbon,esaaf,703,3.6382158189623806e-05,100.0,0.7598555189024034
Climatemodule_Arg2_carbon,esaaf,703,1e-07,100.0,0.597009064190512
Climatemodule_Arg2_carbon,esaaf,703,1e-06,100.0,0.673631232321051
Climatemodule_Arg2_carbon,esaaf,703,1e-05,100.0,0.7524539944326303
Climatemodule_Arg2_carbon,esaaf,703,0.0001,100.0,0.760921746543564
Climatemodule_Arg2_carbon,esaaf,703,0.001,100.0,0.7663939273250596
Climatemodule_Arg2_carbon,esaaf,703,0.01,100.0,0.5281136054639423
Climatemodule_Arg2_carbon,esaaf,703,0.1,100.0,0.2608528946539847
Climatemodule_Arg2_carbon,esaaf,703,3.6382158189623806e-05,1000.0,0.7626164139106073
Climatemodule_Arg2_carbon,esaaf,703,1e-07,1000.0,0.673631232321051
Climatemodule_Arg2_carbon,esaaf,703,1e-06,1000.0,0.7515701270596703
Climatemodule_Arg2_carbon,esaaf,703,1e-05,1000.0,0.760421463481162
Climatemodule_Arg2_carbon,esaaf,703,0.0001,1000.0,0.7663521561465289
Climatemodule_Arg2_carbon,esaaf,703,0.001,1000.0,0.7663939273250596
Climatemodule_Arg2_carbon,esaaf,703,0.01,1000.0,0.5281136054639423
Climatemodule_Arg2_carbon,esaaf,703,0.1,1000.0,0.2608528946539847
Climatemodule_Arg2_carbon_Uncertainty,esaaf,690,3.943373161402263e-05,0.001,0.7918423296862172
Climatemodule_Arg2_carbon_Uncertainty,esaaf,690,1e-07,0.001,0.7933551568967712
Climatemodule_Arg2_carbon_Uncertainty,esaaf,690,1e-06,0.001,0.7940058039691211
Climatemodule_Arg2_carbon_Uncertainty,esaaf,690,1e-05,0.001,0.7933542884073089
Climatemodule_Arg2_carbon_Uncertainty,esaaf,690,0.0001,0.001,0.7833191173511953
Climatemodule_Arg2_carbon_Uncertainty,esaaf,690,0.001,0.001,0.7649864114640339
Climatemodule_Arg2_carbon_Uncertainty,esaaf,690,0.01,0.001,0.5490590162159427
Climatemodule_Arg2_carbon_Uncertainty,esaaf,690,0.1,0.001,0.23364571560376282
Climatemodule_Arg2_carbon_Uncertainty,esaaf,690,3.943373161402263e-05,0.01,0.7924961119691504
Climatemodule_Arg2_carbon_Uncertainty,esaaf,690,1e-07,0.01,0.7933551568967712
Climatemodule_Arg2_carbon_Uncertainty,esaaf,690,1e-06,0.01,0.7940058039691211
Climatemodule_Arg2_carbon_Uncertainty,esaaf,690,1e-05,0.01,0.7933542884073089
Climatemodule_Arg2_carbon_Uncertainty,esaaf,690,0.0001,0.01,0.7839729218966096
Climatemodule_Arg2_carbon_Uncertainty,esaaf,690,0.001,0.01,0.764275836486491
Climatemodule_Arg2_carbon_Uncertainty,esaaf,690,0.01,0.01,0.5454916665935419
Climatemodule_Arg2_carbon_Uncertainty,esaaf,690,0.1,0.01,0.23161878111392026
Climatemodule_Arg2_carbon_Uncertainty,esaaf,690,3.943373161402263e-05,0.1,0.7918435989596664
Climatemodule_Arg2_carbon_Uncertainty,esaaf,690,1e-07,0.1,0.7933551568967712
Climatemodule_Arg2_carbon_Uncertainty,esaaf,690,1e-06,0.1,0.7944033323913935
Climatemodule_Arg2_carbon_Uncertainty,esaaf,690,1e-05,0.1,0.7917824737753208
Climatemodule_Arg2_carbon_Uncertainty,esaaf,690,0.0001,0.1,0.7839729218966096
Climatemodule_Arg2_carbon_Uncertainty,esaaf,690,0.001,0.1,0.7701763666046296
Climatemodule_Arg2_carbon_Uncertainty,esaaf,690,0.01,0.1,0.628108194223006
Climatemodule_Arg2_carbon_Uncertainty,esaaf,690,0.1,0.1,0.23623279019900656
Climatemodule_Arg2_carbon_Uncertainty,esaaf,690,3.943373161402263e-05,1.0,0.7914773584887511
Climatemodule_Arg2_carbon_Uncertainty,esaaf,690,1e-07,1.0,0.7937526853190435
Climatemodule_Arg2_carbon_Uncertainty,esaaf,690,1e-06,1.0,0.7921727646609693
Climatemodule_Arg2_carbon_Uncertainty,esaaf,690,1e-05,1.0,0.7917824737753208
Climatemodule_Arg2_carbon_Uncertainty,esaaf,690,0.0001,1.0,0.7865006789812584
Climatemodule_Arg2_carbon_Uncertainty,esaaf,690,0.001,1.0,0.8399866436044949
Climatemodule_Arg2_carbon_Uncertainty,esaaf,690,0.01,1.0,0.7113599839046855
Climatemodule_Arg2_carbon_Uncertainty,esaaf,690,0.1,1.0,0.3253326028045921
Climatemodule_Arg2_carbon_Uncertainty,esaaf,690,3.943373161402263e-05,10.0,0.8237140101263802
Climatemodule_Arg2_carbon_Uncertainty,esaaf,690,1e-07,10.0,0.7915221175886193
Climatemodule_Arg2_carbon_Uncertainty,esaaf,690,1e-06,10.0,0.7915221175886193
Climatemodule_Arg2_carbon_Uncertainty,esaaf,690,1e-05,10.0,0.7956982299002329
Climatemodule_Arg2_carbon_Uncertainty,esaaf,690,0.0001,10.0,0.8481825416068564
Climatemodule_Arg2_carbon_Uncertainty,esaaf,690,0.001,10.0,0.8628948676435146
Climatemodule_Arg2_carbon_Uncertainty,esaaf,690,0.01,10.0,0.7051698988513355
Climatemodule_Arg2_carbon_Uncertainty,esaaf,690,0.1,10.0,0.20262065181968106
Climatemodule_Arg2_carbon_Uncertainty,esaaf,690,3.943373161402263e-05,100.0,0.8539507716466284
Climatemodule_Arg2_carbon_Uncertainty,esaaf,690,1e-07,100.0,0.7915221175886193
Climatemodule_Arg2_carbon_Uncertainty,esaaf,690,1e-06,100.0,0.7956982299002329
Climatemodule_Arg2_carbon_Uncertainty,esaaf,690,1e-05,100.0,0.8458370750396187
Climatemodule_Arg2_carbon_Uncertainty,esaaf,690,0.0001,100.0,0.853495021788692
Climatemodule_Arg2_carbon_Uncertainty,esaaf,690,0.001,100.0,0.8451652679531828
Climatemodule_Arg2_carbon_Uncertainty,esaaf,690,0.01,100.0,0.7051698988513355
Climatemodule_Arg2_carbon_Uncertainty,esaaf,690,0.1,100.0,0.20262065181968106
Climatemodule_Arg2_carbon_Uncertainty,esaaf,690,3.943373161402263e-05,1000.0,0.8487106882153014
Climatemodule_Arg2_carbon_Uncertainty,esaaf,690,1e-07,1000.0,0.7956982299002329
Climatemodule_Arg2_carbon_Uncertainty,esaaf,690,1e-06,1000.0,0.845320826367036
Climatemodule_Arg2_carbon_Uncertainty,esaaf,690,1e-05,1000.0,0.856195208830691
Climatemodule_Arg2_carbon_Uncertainty,esaaf,690,0.0001,1000.0,0.847024493507171
Climatemodule_Arg2_carbon_Uncertainty,esaaf,690,0.001,1000.0,0.8451652679531828
Climatemodule_Arg2_carbon_Uncertainty,esaaf,690,0.01,1000.0,0.7051698988513355
Climatemodule_Arg2_carbon_Uncertainty,esaaf,690,0.1,1000.0,0.20262065181968106
Climatemodule_Arg3_Vostok,esaaf,354,6.0573020776546124e-05,0.001,0.5939316271551724
Climatemodule_Arg3_Vostok,esaaf,354,1e-07,0.001,0.583041301644246
Climatemodule_Arg3_Vostok,esaaf,354,1e-06,0.001,0.583041301644246
