dataset,program,size,gamma,c,performance
Moving_Sidewalks_2R_3b,cbal,1724,4.1018909717379714e-05,0.01,0.6423953693705162
Moving_Sidewalks_2R_3b,cbal,1724,1e-07,0.01,0.6409715129517004
Moving_Sidewalks_2R_3b,cbal,1724,1e-06,0.01,0.6417556709366065
Moving_Sidewalks_2R_3b,cbal,1724,1e-05,0.01,0.6423953693705162
Moving_Sidewalks_2R_3b,cbal,1724,0.0001,0.01,0.6401522319512956
Moving_Sidewalks_2R_3b,cbal,1724,0.001,0.01,0.6338803623422825
Moving_Sidewalks_2R_3b,cbal,1724,0.01,0.01,0.4945648878499217
Moving_Sidewalks_2R_3b,cbal,1724,0.1,0.01,0.184791768459711
Moving_Sidewalks_2R_3b,cbal,1724,4.1018909717379714e-05,0.1,0.6423953693705162
Moving_Sidewalks_2R_3b,cbal,1724,1e-07,0.1,0.6409715129517004
Moving_Sidewalks_2R_3b,cbal,1724,1e-06,0.1,0.6417556709366065
Moving_Sidewalks_2R_3b,cbal,1724,1e-05,0.1,0.6423953693705162
Moving_Sidewalks_2R_3b,cbal,1724,0.0001,0.1,0.6403731881639532
Moving_Sidewalks_2R_3b,cbal,1724,0.001,0.1,0.7701067485520081
Moving_Sidewalks_2R_3b,cbal,1724,0.01,0.1,0.6497178521679412
Moving_Sidewalks_2R_3b,cbal,1724,0.1,0.1,0.19510682487630968
Moving_Sidewalks_2R_3b,cbal,1724,4.1018909717379714e-05,1.0,0.7006986867303951
Moving_Sidewalks_2R_3b,cbal,1724,1e-07,1.0,0.6409715129517004
Moving_Sidewalks_2R_3b,cbal,1724,1e-06,1.0,0.6417556709366065
Moving_Sidewalks_2R_3b,cbal,1724,1e-05,1.0,0.6423953693705162
Moving_Sidewalks_2R_3b,cbal,1724,0.0001,1.0,0.7797485753548387
Moving_Sidewalks_2R_3b,cbal,1724,0.001,1.0,0.85064743264284
Moving_Sidewalks_2R_3b,cbal,1724,0.01,1.0,0.7178331659581156
Moving_Sidewalks_2R_3b,cbal,1724,0.1,1.0,0.2054083416981737
Moving_Sidewalks_2R_3b,cbal,1724,4.1018909717379714e-05,10.0,0.8294735354706655
Moving_Sidewalks_2R_3b,cbal,1724,1e-07,10.0,0.6409715129517004
Moving_Sidewalks_2R_3b,cbal,1724,1e-06,10.0,0.6423953693705162
Moving_Sidewalks_2R_3b,cbal,1724,1e-05,10.0,0.7803986181097758
Moving_Sidewalks_2R_3b,cbal,1724,0.0001,10.0,0.8479295356119929
Moving_Sidewalks_2R_3b,cbal,1724,0.001,10.0,0.832608986974458
Moving_Sidewalks_2R_3b,cbal,1724,0.01,10.0,0.7155255525675317
Moving_Sidewalks_2R_3b,cbal,1724,0.1,10.0,0.20415389025426856
Moving_Sidewalks_2R_3b,cbal,1724,4.1018909717379714e-05,100.0,0.8452598832782857
Moving_Sidewalks_2R_3b,cbal,1724,1e-07,100.0,0.6416112113856102
Moving_Sidewalks_2R_3b,cbal,1724,1e-06,100.0,0.7797485753548387
Moving_Sidewalks_2R_3b,cbal,1724,1e-05,100.0,0.846589350560273
Moving_Sidewalks_2R_3b,cbal,1724,0.0001,100.0,0.8322192556204281
Moving_Sidewalks_2R_3b,cbal,1724,0.001,100.0,0.8212192901070583
Moving_Sidewalks_2R_3b,cbal,1724,0.01,100.0,0.7155255525675317
Moving_Sidewalks_2R_3b,cbal,1724,0.1,100.0,0.20415389025426856
Moving_Sidewalks_2R_3b,cbal,1724,4.1018909717379714e-05,1000.0,0.8140975268234494
Moving_Sidewalks_2R_3b,cbal,1724,1e-07,1000.0,0.7803986181097758
Moving_Sidewalks_2R_3b,cbal,1724,1e-06,1000.0,0.846589350560273
Moving_Sidewalks_2R_3b,cbal,1724,1e-05,1000.0,0.8322114830913873
Moving_Sidewalks_2R_3b,cbal,1724,0.0001,1000.0,0.8193347105178493
Moving_Sidewalks_2R_3b,cbal,1724,0.001,1000.0,0.8184945554158319
Moving_Sidewalks_2R_3b,cbal,1724,0.01,1000.0,0.7155255525675317
Moving_Sidewalks_2R_3b,cbal,1724,0.1,1000.0,0.20415389025426856
Moving_Sidewalks_2R_6a,cbal,1642,4.5639176669252884e-05,0.001,0.6633294532590485
Moving_Sidewalks_2R_6a,cbal,1642,1e-07,0.001,0.6646149674546702
Moving_Sidewalks_2R_6a,cbal,1642,1e-06,0.001,0.6646149674546702
Moving_Sidewalks_2R_6a,cbal,1642,1e-05,0.001,0.6646149674546702
Moving_Sidewalks_2R_6a,cbal,1642,0.0001,0.001,0.6640362187124278
Moving_Sidewalks_2R_6a,cbal,1642,0.001,0.001,0.6490236344004693
Moving_Sidewalks_2R_6a,cbal,1642,0.01,0.001,0.47324557226648506
Moving_Sidewalks_2R_6a,cbal,1642,0.1,0.001,0.19126026000027593
Moving_Sidewalks_2R_6a,cbal,1642,4.5639176669252884e-05,0.01,0.6633294532590485
Moving_Sidewalks_2R_6a,cbal,1642,1e-07,0.01,0.6646149674546702
Moving_Sidewalks_2R_6a,cbal,1642,1e-06,0.01,0.6646149674546702
Moving_Sidewalks_2R_6a,cbal,1642,1e-05,0.01,0.6646149674546702
Moving_Sidewalks_2R_6a,cbal,1642,0.0001,0.01,0.6640362187124278
Moving_Sidewalks_2R_6a,cbal,1642,0.001,0.01,0.6477197208184539
Moving_Sidewalks_2R_6a,cbal,1642,0.01,0.01,0.4875189423831318
Moving_Sidewalks_2R_6a,cbal,1642,0.1,0.01,0.19126026000027593
Moving_Sidewalks_2R_6a,cbal,1642,4.5639176669252884e-05,0.1,0.6641311873760725
Moving_Sidewalks_2R_6a,cbal,1642,1e-07,0.1,0.6646149674546702
Moving_Sidewalks_2R_6a,cbal,1642,1e-06,0.1,0.6646149674546702
Moving_Sidewalks_2R_6a,cbal,1642,1e-05,0.1,0.6646149674546702
Moving_Sidewalks_2R_6a,cbal,1642,0.0001,0.1,0.6640362187124278
Moving_Sidewalks_2R_6a,cbal,1642,0.001,0.1,0.7054425865575837
Moving_Sidewalks_2R_6a,cbal,1642,0.01,0.1,0.5855584078904904
Moving_Sidewalks_2R_6a,cbal,1642,0.1,0.1,0.2050100879507047
Moving_Sidewalks_2R_6a,cbal,1642,4.5639176669252884e-05,1.0,0.6935004672752734
Moving_Sidewalks_2R_6a,cbal,1642,1e-07,1.0,0.6646149674546702
Moving_Sidewalks_2R_6a,cbal,1642,1e-06,1.0,0.6646149674546702
Moving_Sidewalks_2R_6a,cbal,1642,1e-05,1.0,0.6646149674546702
Moving_Sidewalks_2R_6a,cbal,1642,0.0001,1.0,0.7017914024076312
Moving_Sidewalks_2R_6a,cbal,1642,0.001,1.0,0.7582713991436497
Moving_Sidewalks_2R_6a,cbal,1642,0.01,1.0,0.6522035118556221
Moving_Sidewalks_2R_6a,cbal,1642,0.1,1.0,0.20448988148667613
Moving_Sidewalks_2R_6a,cbal,1642,4.5639176669252884e-05,10.0,0.7415197697082558
Moving_Sidewalks_2R_6a,cbal,1642,1e-07,10.0,0.6646149674546702
Moving_Sidewalks_2R_6a,cbal,1642,1e-06,10.0,0.6646149674546702
Moving_Sidewalks_2R_6a,cbal,1642,1e-05,10.0,0.7027055444147744
Moving_Sidewalks_2R_6a,cbal,1642,0.0001,10.0,0.7533212634503746
Moving_Sidewalks_2R_6a,cbal,1642,0.001,10.0,0.7485452819095816
Moving_Sidewalks_2R_6a,cbal,1642,0.01,10.0,0.6390274612790987
Moving_Sidewalks_2R_6a,cbal,1642,0.1,10.0,0.2020699420379629
Moving_Sidewalks_2R_6a,cbal,1642,4.5639176669252884e-05,100.0,0.7550385989506071
Moving_Sidewalks_2R_6a,cbal,1642,1e-07,100.0,0.6646149674546702
Moving_Sidewalks_2R_6a,cbal,1642,1e-06,100.0,0.7020282899967376
Moving_Sidewalks_2R_6a,cbal,1642,1e-05,100.0,0.7518285535353918
Moving_Sidewalks_2R_6a,cbal,1642,0.0001,100.0,0.7434475289888134
Moving_Sidewalks_2R_6a,cbal,1642,0.001,100.0,0.7068125150778821
Moving_Sidewalks_2R_6a,cbal,1642,0.01,100.0,0.6387319839751415
Moving_Sidewalks_2R_6a,cbal,1642,0.1,100.0,0.2020699420379629
Moving_Sidewalks_2R_6a,cbal,1642,4.5639176669252884e-05,1000.0,0.7004536312390637
Moving_Sidewalks_2R_6a,cbal,1642,1e-07,1000.0,0.7020282899967376
Moving_Sidewalks_2R_6a,cbal,1642,1e-06,1000.0,0.7518285535353918
Moving_Sidewalks_2R_6a,cbal,1642,1e-05,1000.0,0.7422925603142124
Moving_Sidewalks_2R_6a,cbal,1642,0.0001,1000.0,0.6749482766898152
Moving_Sidewalks_2R_6a,cbal,1642,0.001,1000.0,0.7048249896567104
Moving_Sidewalks_2R_6a,cbal,1642,0.01,1000.0,0.6387319839751415
Moving_Sidewalks_2R_6a,cbal,1642,0.1,1000.0,0.2020699420379629
Moving_Sidewalks_2R_6b,cbal,1621,4.771675335210192e-05,0.001,0.6789330395953441
Moving_Sidewalks_2R_6b,cbal,1621,1e-07,0.001,0.679270970346701
Moving_Sidewalks_2R_6b,cbal,1621,1e-06,0.001,0.6789330395953441
Moving_Sidewalks_2R_6b,cbal,1621,1e-05,0.001,0.6789330395953441
Moving_Sidewalks_2R_6b,cbal,1621,0.0001,0.001,0.6794938174749533
Moving_Sidewalks_2R_6b,cbal,1621,0.001,0.001,0.6648321751990577
Moving_Sidewalks_2R_6b,cbal,1621,0.01,0.001,0.4556412245193858
Moving_Sidewalks_2R_6b,cbal,1621,0.1,0.001,0.21008934383058903
Moving_Sidewalks_2R_6b,cbal,1621,4.771675335210192e-05,0.01,0.6789330395953441
Moving_Sidewalks_2R_6b,cbal,1621,1e-07,0.01,0.679270970346701
Moving_Sidewalks_2R_6b,cbal,1621,1e-06,0.01,0.6789330395953441
Moving_Sidewalks_2R_6b,cbal,1621,1e-05,0.01,0.6789330395953441
Moving_Sidewalks_2R_6b,cbal,1621,0.0001,0.01,0.6794938174749533
Moving_Sidewalks_2R_6b,cbal,1621,0.001,0.01,0.6648321751990577
Moving_Sidewalks_2R_6b,cbal,1621,0.01,0.01,0.4583262094634678
Moving_Sidewalks_2R_6b,cbal,1621,0.1,0.01,0.21008934383058903
Moving_Sidewalks_2R_6b,cbal,1621,4.771675335210192e-05,0.1,0.6789330395953441
Moving_Sidewalks_2R_6b,cbal,1621,1e-07,0.1,0.679270970346701
Moving_Sidewalks_2R_6b,cbal,1621,1e-06,0.1,0.6789330395953441
Moving_Sidewalks_2R_6b,cbal,1621,1e-05,0.1,0.6789330395953441
Moving_Sidewalks_2R_6b,cbal,1621,0.0001,0.1,0.6779035576904955
Moving_Sidewalks_2R_6b,cbal,1621,0.001,0.1,0.7416278519635939
Moving_Sidewalks_2R_6b,cbal,1621,0.01,0.1,0.634010114472112
Moving_Sidewalks_2R_6b,cbal,1621,0.1,0.1,0.23197158848757135
Moving_Sidewalks_2R_6b,cbal,1621,4.771675335210192e-05,1.0,0.7092056564908742
Moving_Sidewalks_2R_6b,cbal,1621,1e-07,1.0,0.679270970346701
Moving_Sidewalks_2R_6b,cbal,1621,1e-06,1.0,0.6789330395953441
Moving_Sidewalks_2R_6b,cbal,1621,1e-05,1.0,0.6789330395953441
Moving_Sidewalks_2R_6b,cbal,1621,0.0001,1.0,0.7526277666579134
Moving_Sidewalks_2R_6b,cbal,1621,0.001,1.0,0.8100069812046758
Moving_Sidewalks_2R_6b,cbal,1621,0.01,1.0,0.7012657046024238
Moving_Sidewalks_2R_6b,cbal,1621,0.1,1.0,0.22859907961328058
Moving_Sidewalks_2R_6b,cbal,1621,4.771675335210192e-05,10.0,0.7925739133020129
Moving_Sidewalks_2R_6b,cbal,1621,1e-07,10.0,0.679270970346701
Moving_Sidewalks_2R_6b,cbal,1621,1e-06,10.0,0.6766574810064327
Moving_Sidewalks_2R_6b,cbal,1621,1e-05,10.0,0.7522256142151017
Moving_Sidewalks_2R_6b,cbal,1621,0.0001,10.0,0.8048243710331098
Moving_Sidewalks_2R_6b,cbal,1621,0.001,10.0,0.8190804974683583
Moving_Sidewalks_2R_6b,cbal,1621,0.01,10.0,0.710080598909354
Moving_Sidewalks_2R_6b,cbal,1621,0.1,10.0,0.22571693025089115
Moving_Sidewalks_2R_6b,cbal,1621,4.771675335210192e-05,100.0,0.8229977850582042
Moving_Sidewalks_2R_6b,cbal,1621,1e-07,100.0,0.6783476654641207
Moving_Sidewalks_2R_6b,cbal,1621,1e-06,100.0,0.7522256142151017
Moving_Sidewalks_2R_6b,cbal,1621,1e-05,100.0,0.8020867973352572
Moving_Sidewalks_2R_6b,cbal,1621,0.0001,100.0,0.8072581195460016
Moving_Sidewalks_2R_6b,cbal,1621,0.001,100.0,0.8076038849426466
Moving_Sidewalks_2R_6b,cbal,1621,0.01,100.0,0.710080598909354
Moving_Sidewalks_2R_6b,cbal,1621,0.1,100.0,0.22571693025089115
Moving_Sidewalks_2R_6b,cbal,1621,4.771675335210192e-05,1000.0,0.7897823235884501
Moving_Sidewalks_2R_6b,cbal,1621,1e-07,1000.0,0.7522256142151017
Moving_Sidewalks_2R_6b,cbal,1621,1e-06,1000.0,0.8020867973352572
Moving_Sidewalks_2R_6b,cbal,1621,1e-05,1000.0,0.8086639503573952
Moving_Sidewalks_2R_6b,cbal,1621,0.0001,1000.0,0.7836813939288267
Moving_Sidewalks_2R_6b,cbal,1621,0.001,1000.0,0.8054790399031185
Moving_Sidewalks_2R_6b,cbal,1621,0.01,1000.0,0.710080598909354
Moving_Sidewalks_2R_6b,cbal,1621,0.1,1000.0,0.22571693025089115
ServiceLearning,cbal,494,1.2934268049771063e-05,0.001,0.705123545100262
ServiceLearning,cbal,494,1e-07,0.001,0.6998299224076374
ServiceLearning,cbal,494,1e-06,0.001,0.7024577495494494
ServiceLearning,cbal,494,1e-05,0.001,0.705123545100262
ServiceLearning,cbal,494,0.0001,0.001,0.7093999096350987
ServiceLearning,cbal,494,0.001,0.001,0.6982959741075145
ServiceLearning,cbal,494,0.01,0.001,0.37483403640863383
ServiceLearning,cbal,494,0.1,0.001,0.006855876832840219
ServiceLearning,cbal,494,1.2934268049771063e-05,0.01,0.705123545100262
ServiceLearning,cbal,494,1e-07,0.01,0.6998299224076374
ServiceLearning,cbal,494,1e-06,0.01,0.7024577495494494
ServiceLearning,cbal,494,1e-05,0.01,0.705123545100262
ServiceLearning,cbal,494,0.0001,0.01,0.7108100659540237
ServiceLearning,cbal,494,0.001,0.01,0.6982959741075145
ServiceLearning,cbal,494,0.01,0.01,0.3892460959955346
ServiceLearning,cbal,494,0.1,0.01,0.006855876832840219
ServiceLearning,cbal,494,1.2934268049771063e-05,0.1,0.705123545100262
ServiceLearning,cbal,494,1e-07,0.1,0.6998299224076374
ServiceLearning,cbal,494,1e-06,0.1,0.7024577495494494
ServiceLearning,cbal,494,1e-05,0.1,0.7042022712587795
ServiceLearning,cbal,494,0.0001,0.1,0.7108100659540237
ServiceLearning,cbal,494,0.001,0.1,0.6994036991466539
ServiceLearning,cbal,494,0.01,0.1,0.3892460959955346
ServiceLearning,cbal,494,0.1,0.1,0.006855876832840219
ServiceLearning,cbal,494,1.2934268049771063e-05,1.0,0.705123545100262
ServiceLearning,cbal,494,1e-07,1.0,0.6998299224076374
ServiceLearning,cbal,494,1e-06,1.0,0.7040704374688115
ServiceLearning,cbal,494,1e-05,1.0,0.7042022712587795
ServiceLearning,cbal,494,0.0001,1.0,0.7021193852293282
ServiceLearning,cbal,494,0.001,1.0,0.6860471246624834
ServiceLearning,cbal,494,0.01,1.0,0.40134139862347773
ServiceLearning,cbal,494,0.1,1.0,0.006855876832840219
ServiceLearning,cbal,494,1.2934268049771063e-05,10.0,0.691583225830929
ServiceLearning,cbal,494,1e-07,10.0,0.7040704374688115
ServiceLearning,cbal,494,1e-06,10.0,0.7066986036194789
ServiceLearning,cbal,494,1e-05,10.0,0.6974161945770119
ServiceLearning,cbal,494,0.0001,10.0,0.700468677590597
ServiceLearning,cbal,494,0.001,10.0,0.6751879875642037
ServiceLearning,cbal,494,0.01,10.0,0.4040095964189515
ServiceLearning,cbal,494,0.1,10.0,0.006855876832840219
ServiceLearning,cbal,494,1.2934268049771063e-05,100.0,0.6887066289760682
ServiceLearning,cbal,494,1e-07,100.0,0.7066986036194789
ServiceLearning,cbal,494,1e-06,100.0,0.6964929243598185
ServiceLearning,cbal,494,1e-05,100.0,0.6930504466751396
ServiceLearning,cbal,494,0.0001,100.0,0.6921835220159779
ServiceLearning,cbal,494,0.001,100.0,0.6751879875642037
ServiceLearning,cbal,494,0.01,100.0,0.4040095964189515
ServiceLearning,cbal,494,0.1,100.0,0.006855876832840219
ServiceLearning,cbal,494,1.2934268049771063e-05,1000.0,0.6865540343319794
ServiceLearning,cbal,494,1e-07,1000.0,0.6964929243598185
ServiceLearning,cbal,494,1e-06,1000.0,0.6877565742275038
ServiceLearning,cbal,494,1e-05,1000.0,0.6865540343319794
ServiceLearning,cbal,494,0.0001,1000.0,0.6921835220159779
ServiceLearning,cbal,494,0.001,1000.0,0.6751879875642037
ServiceLearning,cbal,494,0.01,1000.0,0.4040095964189515
ServiceLearning,cbal,494,0.1,1000.0,0.006855876832840219
SocialNetworking_Child,cbal,864,1.2470382840753212e-05,0.001,0.6412889368740735
SocialNetworking_Child,cbal,864,1e-07,0.001,0.6446462804770592
SocialNetworking_Child,cbal,864,1e-06,0.001,0.6436657768264054
SocialNetworking_Child,cbal,864,1e-05,0.001,0.6412889368740735
SocialNetworking_Child,cbal,864,0.0001,0.001,0.6491262641283961
SocialNetworking_Child,cbal,864,0.001,0.001,0.5910046035748296
SocialNetworking_Child,cbal,864,0.01,0.001,0.055475810276221095
SocialNetworking_Child,cbal,864,0.1,0.001,0.0
SocialNetworking_Child,cbal,864,1.2470382840753212e-05,0.01,0.6530145840541872
SocialNetworking_Child,cbal,864,1e-07,0.01,0.6446462804770592
SocialNetworking_Child,cbal,864,1e-06,0.01,0.6436657768264054
SocialNetworking_Child,cbal,864,1e-05,0.01,0.6489230187051644
SocialNetworking_Child,cbal,864,0.0001,0.01,0.6548836102200126
SocialNetworking_Child,cbal,864,0.001,0.01,0.5906134960949193
SocialNetworking_Child,cbal,864,0.01,0.01,0.055475810276221095
SocialNetworking_Child,cbal,864,0.1,0.01,0.0
SocialNetworking_Child,cbal,864,1.2470382840753212e-05,0.1,0.6544487832887937
SocialNetworking_Child,cbal,864,1e-07,0.1,0.6446462804770592
SocialNetworking_Child,cbal,864,1e-06,0.1,0.6489939901872062
SocialNetworking_Child,cbal,864,1e-05,0.1,0.65435572453694
SocialNetworking_Child,cbal,864,0.0001,0.1,0.656062958161253
SocialNetworking_Child,cbal,864,0.001,0.1,0.6330719865457275
SocialNetworking_Child,cbal,864,0.01,0.1,0.055475810276221095
SocialNetworking_Child,cbal,864,0.1,0.1,0.0
SocialNetworking_Child,cbal,864,1.2470382840753212e-05,1.0,0.6505788362816021
SocialNetworking_Child,cbal,864,1e-07,1.0,0.6489939901872062
SocialNetworking_Child,cbal,864,1e-06,1.0,0.6558923217341645
SocialNetworking_Child,cbal,864,1e-05,1.0,0.6547961668597894
SocialNetworking_Child,cbal,864,0.0001,1.0,0.6783634973771832
SocialNetworking_Child,cbal,864,0.001,1.0,0.6483745828972589
SocialNetworking_Child,cbal,864,0.01,1.0,0.029176682650855195
SocialNetworking_Child,cbal,864,0.1,1.0,0.0
SocialNetworking_Child,cbal,864,1.2470382840753212e-05,10.0,0.6762327180441905
SocialNetworking_Child,cbal,864,1e-07,10.0,0.6558923217341645
SocialNetworking_Child,cbal,864,1e-06,10.0,0.6553577671336207
SocialNetworking_Child,cbal,864,1e-05,10.0,0.6735019039261965
SocialNetworking_Child,cbal,864,0.0001,10.0,0.6490283258412561
SocialNetworking_Child,cbal,864,0.001,10.0,0.6475004836104401
SocialNetworking_Child,cbal,864,0.01,10.0,0.029176682650855195
SocialNetworking_Child,cbal,864,0.1,10.0,0.0
SocialNetworking_Child,cbal,864,1.2470382840753212e-05,100.0,0.6284632775339669
SocialNetworking_Child,cbal,864,1e-07,100.0,0.6553577671336207
SocialNetworking_Child,cbal,864,1e-06,100.0,0.6707107942549534
SocialNetworking_Child,cbal,864,1e-05,100.0,0.6295377807728016
SocialNetworking_Child,cbal,864,0.0001,100.0,0.6315030303219087
SocialNetworking_Child,cbal,864,0.001,100.0,0.6475004836104401
SocialNetworking_Child,cbal,864,0.01,100.0,0.029176682650855195
SocialNetworking_Child,cbal,864,0.1,100.0,0.0
SocialNetworking_Child,cbal,864,1.2470382840753212e-05,1000.0,0.6204749205224618
SocialNetworking_Child,cbal,864,1e-07,1000.0,0.6707107942549534
SocialNetworking_Child,cbal,864,1e-06,1000.0,0.6260725669143649
SocialNetworking_Child,cbal,864,1e-05,1000.0,0.6204749205224618
SocialNetworking_Child,cbal,864,0.0001,1000.0,0.6315030303219087
SocialNetworking_Child,cbal,864,0.001,1000.0,0.6475004836104401
SocialNetworking_Child,cbal,864,0.01,1000.0,0.029176682650855195
SocialNetworking_Child,cbal,864,0.1,1000.0,0.0
SocialNetworking_Editor,cbal,855,9.696593586673002e-06,0.001,0.6763670083242267
SocialNetworking_Editor,cbal,855,1e-07,0.001,0.6771664067465935
SocialNetworking_Editor,cbal,855,1e-06,0.001,0.6761090648323506
SocialNetworking_Editor,cbal,855,1e-05,0.001,0.6763670083242267
SocialNetworking_Editor,cbal,855,0.0001,0.001,0.6607916641081589
SocialNetworking_Editor,cbal,855,0.001,0.001,0.5724725325375551
SocialNetworking_Editor,cbal,855,0.01,0.001,0.1555537665652883
SocialNetworking_Editor,cbal,855,0.1,0.001,0.009845905226145035
SocialNetworking_Editor,cbal,855,9.696593586673002e-06,0.01,0.6763670083242267
SocialNetworking_Editor,cbal,855,1e-07,0.01,0.6771664067465935
SocialNetworking_Editor,cbal,855,1e-06,0.01,0.6761090648323506
SocialNetworking_Editor,cbal,855,1e-05,0.01,0.6763670083242267
SocialNetworking_Editor,cbal,855,0.0001,0.01,0.6607916641081589
SocialNetworking_Editor,cbal,855,0.001,0.01,0.5724725325375551
SocialNetworking_Editor,cbal,855,0.01,0.01,0.1555537665652883
SocialNetworking_Editor,cbal,855,0.1,0.01,0.009845905226145035
SocialNetworking_Editor,cbal,855,9.696593586673002e-06,0.1,0.6752934518879035
SocialNetworking_Editor,cbal,855,1e-07,0.1,0.6771664067465935
SocialNetworking_Editor,cbal,855,1e-06,0.1,0.6761090648323506
SocialNetworking_Editor,cbal,855,1e-05,0.1,0.6752934518879035
SocialNetworking_Editor,cbal,855,0.0001,0.1,0.6605497555908426
SocialNetworking_Editor,cbal,855,0.001,0.1,0.6120578072824309
SocialNetworking_Editor,cbal,855,0.01,0.1,0.1555537665652883
SocialNetworking_Editor,cbal,855,0.1,0.1,0.009845905226145035
SocialNetworking_Editor,cbal,855,9.696593586673002e-06,1.0,0.674216606814969
SocialNetworking_Editor,cbal,855,1e-07,1.0,0.6771664067465935
SocialNetworking_Editor,cbal,855,1e-06,1.0,0.6760902887800891
SocialNetworking_Editor,cbal,855,1e-05,1.0,0.674216606814969
SocialNetworking_Editor,cbal,855,0.0001,1.0,0.7481269039458441
SocialNetworking_Editor,cbal,855,0.001,1.0,0.7006464133740725
SocialNetworking_Editor,cbal,855,0.01,1.0,0.14422690209641756
SocialNetworking_Editor,cbal,855,0.1,1.0,0.009845905226145035
SocialNetworking_Editor,cbal,855,9.696593586673002e-06,10.0,0.7553160853072461
SocialNetworking_Editor,cbal,855,1e-07,10.0,0.6760902887800891
SocialNetworking_Editor,cbal,855,1e-06,10.0,0.6783997039394065
SocialNetworking_Editor,cbal,855,1e-05,10.0,0.7547613318597707
SocialNetworking_Editor,cbal,855,0.0001,10.0,0.7376239926607234
SocialNetworking_Editor,cbal,855,0.001,10.0,0.6847958908945163
SocialNetworking_Editor,cbal,855,0.01,10.0,0.13114818509771067
SocialNetworking_Editor,cbal,855,0.1,10.0,0.009845905226145035
SocialNetworking_Editor,cbal,855,9.696593586673002e-06,100.0,0.7380003860304293
SocialNetworking_Editor,cbal,855,1e-07,100.0,0.6783997039394065
SocialNetworking_Editor,cbal,855,1e-06,100.0,0.7553941028670644
SocialNetworking_Editor,cbal,855,1e-05,100.0,0.7372295821993886
SocialNetworking_Editor,cbal,855,0.0001,100.0,0.7175976290925106
SocialNetworking_Editor,cbal,855,0.001,100.0,0.6847958908945163
SocialNetworking_Editor,cbal,855,0.01,100.0,0.13114818509771067
SocialNetworking_Editor,cbal,855,0.1,100.0,0.009845905226145035
SocialNetworking_Editor,cbal,855,9.696593586673002e-06,1000.0,0.7131930642633121
SocialNetworking_Editor,cbal,855,1e-07,1000.0,0.7553941028670644
SocialNetworking_Editor,cbal,855,1e-06,1000.0,0.7350664776474234
SocialNetworking_Editor,cbal,855,1e-05,1000.0,0.7138563424208931
SocialNetworking_Editor,cbal,855,0.0001,1000.0,0.7175976290925106
SocialNetworking_Editor,cbal,855,0.001,1000.0,0.6847958908945163
SocialNetworking_Editor,cbal,855,0.01,1000.0,0.13114818509771067
SocialNetworking_Editor,cbal,855,0.1,1000.0,0.009845905226145035
SocialNetworking_FriendFoe,cbal,822,1.3226463508187181e-05,0.001,0.6362824050827336
SocialNetworking_FriendFoe,cbal,822,1e-07,0.001,0.6308227396145311
SocialNetworking_FriendFoe,cbal,822,1e-06,0.001,0.6308227396145311
SocialNetworking_FriendFoe,cbal,822,1e-05,0.001,0.6354340441574652
SocialNetworking_FriendFoe,cbal,822,0.0001,0.001,0.650414307246215
SocialNetworking_FriendFoe,cbal,822,0.001,0.001,0.6047444247408535
SocialNetworking_FriendFoe,cbal,822,0.01,0.001,0.11288333481869153
SocialNetworking_FriendFoe,cbal,822,0.1,0.001,0.0
SocialNetworking_FriendFoe,cbal,822,1.3226463508187181e-05,0.01,0.64852230353769
SocialNetworking_FriendFoe,cbal,822,1e-07,0.01,0.6308227396145311
SocialNetworking_FriendFoe,cbal,822,1e-06,0.01,0.6308227396145311
SocialNetworking_FriendFoe,cbal,822,1e-05,0.01,0.6487235500427068
SocialNetworking_FriendFoe,cbal,822,0.0001,0.01,0.6493934346841024
SocialNetworking_FriendFoe,cbal,822,0.001,0.01,0.6090052141770183
SocialNetworking_FriendFoe,cbal,822,0.01,0.01,0.11616414557006846
SocialNetworking_FriendFoe,cbal,822,0.1,0.01,0.0
SocialNetworking_FriendFoe,cbal,822,1.3226463508187181e-05,0.1,0.6454122075359027
SocialNetworking_FriendFoe,cbal,822,1e-07,0.1,0.6308227396145311
SocialNetworking_FriendFoe,cbal,822,1e-06,0.1,0.6505024345220372
SocialNetworking_FriendFoe,cbal,822,1e-05,0.1,0.6490831730423898
SocialNetworking_FriendFoe,cbal,822,0.0001,0.1,0.6503079628997974
SocialNetworking_FriendFoe,cbal,822,0.001,0.1,0.6233187741905922
SocialNetworking_FriendFoe,cbal,822,0.01,0.1,0.11616414557006846
SocialNetworking_FriendFoe,cbal,822,0.1,0.1,0.0
SocialNetworking_FriendFoe,cbal,822,1.3226463508187181e-05,1.0,0.6519885704679419
SocialNetworking_FriendFoe,cbal,822,1e-07,1.0,0.6505024345220372
SocialNetworking_FriendFoe,cbal,822,1e-06,1.0,0.647411504881336
SocialNetworking_FriendFoe,cbal,822,1e-05,1.0,0.6498688776500364
SocialNetworking_FriendFoe,cbal,822,0.0001,1.0,0.6774649204137239
SocialNetworking_FriendFoe,cbal,822,0.001,1.0,0.6547332285130807
SocialNetworking_FriendFoe,cbal,822,0.01,1.0,0.07156858251204223
SocialNetworking_FriendFoe,cbal,822,0.1,1.0,0.0
SocialNetworking_FriendFoe,cbal,822,1.3226463508187181e-05,10.0,0.6776511902604947
SocialNetworking_FriendFoe,cbal,822,1e-07,10.0,0.647411504881336
